FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
1414,5,"1001
82338
66240
1765
68751","Botaurus poiciloptilus
Anthochaera phrygia
Hippocampus whitei
Chelonia mydas
Carcharias taurus (east coast population)","Australasian Bittern
Regent Honeyeater
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Grey Nurse Shark (east coast population)",36095150.0585938,24101.8792989274
1415,5,"847
83091
331
1765
1767","Numenius madagascariensis
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",1919257535.25586,780690.154383767
1416,5,"847
83091
331
1765
60756","Numenius madagascariensis
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",646842496.414063,193167.512702721
1417,5,"906
82338
744
1828
76211","Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis
Lachnagrostis adamsonii","Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Adamson's Blown-grass, Adamson's Blowngrass",77813350.5390625,36244.0811571154
1418,6,"1001
847
90381
747
1828
56791","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Litoria raniformis
Craterocephalus fluviatilis","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Murray Hardyhead",304524450.511719,148850.854986907
1419,6,"1001
847
90381
747
1828
87645","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Litoria raniformis
Miniopterus orianae bassanii","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",158563064.992188,50751.8242422018
1420,6,"1001
847
90381
747
906
82338","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Pedionomus torquatus
Anthochaera phrygia","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Plains-wanderer
Regent Honeyeater",118307154.851563,75906.6990130221
1421,6,"1001
906
82338
744
1828
76211","Botaurus poiciloptilus
Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis
Lachnagrostis adamsonii","Australasian Bittern
Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Adamson's Blown-grass, Adamson's Blowngrass",2466922163.83594,366903.867914212
1422,6,"1001
906
82338
744
1828
87645","Botaurus poiciloptilus
Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis
Miniopterus orianae bassanii","Australasian Bittern
Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",553350043.5,109390.380151823
1423,6,"1001
906
82338
744
1828
66766","Botaurus poiciloptilus
Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis
Paralucia pyrodiscus lucida","Australasian Bittern
Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eltham Copper Butterfly",587043119.8125,151169.583284329
1424,5,"1001
847
90381
747
744","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Lathamus discolor","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Swift Parrot",122698198.429688,51652.660988237
1425,5,"1001
847
90381
747
1828","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Litoria raniformis","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",204271807.414063,73894.4841479439
1426,5,"1001
847
90381
747
87645","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Miniopterus orianae bassanii","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Southern Bent-wing Bat",548907251.164063,129057.848707286
1427,5,"1001
847
90381
747
22","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Neophoca cinerea","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Australian Sea-lion, Australian Sea Lion",306826388.203125,149643.702667816
1428,5,"942
85104
331
1656
1765","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata
Chelonia mydas","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Collared Delma
Green Turtle",136703128.203125,59104.6557451848
1429,5,"942
85104
331
185
1765","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Pteropus conspicillatus
Chelonia mydas","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spectacled Flying-fox
Green Turtle",129913242.748047,80077.0686767515
1430,5,"942
1935
225
85104
96","Erythrotriorchis radiatus
Philoria kundagungan
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Red Goshawk
Mountain Frog
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",994318728.050781,253368.444059178
1431,5,"942
19162
85104
331
1656","Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata","Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Collared Delma",138172595.214844,69352.3051318195
1432,5,"942
1889
85104
331
1656","Erythrotriorchis radiatus
Taudactylus pleione
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata","Red Goshawk
Kroombit Tinker Frog, Pleione's Torrent Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Coll",646627882.335938,104574.063178155
1433,5,"942
83091
1765
1767
60756","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Chelonia mydas
Lepidochelys olivacea
Pristis pristis","Red Goshawk
Northern Brushtail Possum
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",2370954116.76563,585451.511607008
1434,5,"1001
90381
744
1828
333","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Lathamus discolor
Litoria raniformis
Dasyurus viverrinus","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner",2496285061.60938,819526.052735068
1435,5,"1001
90381
744
1828
96","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Lathamus discolor
Litoria raniformis
Pseudomys novaehollandiae","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
New Holland Mouse, Pookila",81102879.21875,51406.2818369933
1436,5,"1001
90381
744
1828
83756","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Lathamus discolor
Litoria raniformis
Thymichthys politus","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Red Handfish",42273987.375,26322.0975049903
1437,5,"1001
90381
744
16959
333","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Lathamus discolor
Phebalium daviesii
Dasyurus viverrinus","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Davies' Waxflower, St Helens Waxflower
Eastern Quoll, Luaner",82634351.359375,51956.5799321945
1438,5,"1001
90381
934
747
56791","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Leipoa ocellata
Neophema chrysogaster
Craterocephalus fluviatilis","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Orange-bellied Parrot
Murray Hardyhead",38018181.9921875,24792.8750752472
1439,5,"1001
90381
934
747
1828","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Leipoa ocellata
Neophema chrysogaster
Litoria raniformis","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",192238427.910156,85961.1938270295
1440,5,"1001
90381
934
747
87645","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Leipoa ocellata
Neophema chrysogaster
Miniopterus orianae bassanii","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl
Orange-bellied Parrot
Southern Bent-wing Bat",505405520.695313,153383.86479359
1441,5,"847
942
331
185
1765","Numenius madagascariensis
Erythrotriorchis radiatus
Dasyurus hallucatus
Pteropus conspicillatus
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spectacled Flying-fox
Green Turtle",32273338.0546875,22728.6022456424
1442,5,"847
942
55597
85104
331","Numenius madagascariensis
Erythrotriorchis radiatus
Macadamia jansenii
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Bulberin Nut, Bulburin Nut Tree
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Mart",136399751.097656,46769.8946027279
1443,5,"847
942
85104
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",1065823487.62891,485664.650800217
1444,6,"1001
906
82338
744
1828
85104","Botaurus poiciloptilus
Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital",268163750.082031,85820.4384997798
1445,5,"1001
934
906
25982
1828","Botaurus poiciloptilus
Leipoa ocellata
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Litoria raniformis","Australasian Bittern
Malleefowl
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",231836079.863281,77800.4237210026
1446,5,"1001
934
906
25982
66766","Botaurus poiciloptilus
Leipoa ocellata
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Paralucia pyrodiscus lucida","Australasian Bittern
Malleefowl
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Eltham Copper Butterfly",269316148.347656,110963.298279333
1447,5,"1001
934
906
744
1828","Botaurus poiciloptilus
Leipoa ocellata
Pedionomus torquatus
Lathamus discolor
Litoria raniformis","Australasian Bittern
Malleefowl
Plains-wanderer
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",1156995153.80078,444222.60988584
1448,5,"1001
934
906
1828
85104","Botaurus poiciloptilus
Leipoa ocellata
Pedionomus torquatus
Litoria raniformis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Malleefowl
Plains-wanderer
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",2225692102.68359,551872.209333787
1449,5,"1001
449
934
1828
56791","Botaurus poiciloptilus
Manorina melanotis
Leipoa ocellata
Litoria raniformis
Craterocephalus fluviatilis","Australasian Bittern
Black-eared Miner
Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Murray Hardyhead",524358178.691406,223609.653136457
1450,5,"1001
449
934
1828
85104","Botaurus poiciloptilus
Manorina melanotis
Leipoa ocellata
Litoria raniformis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Black-eared Miner
Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",187143655.242188,98333.9689719963
1451,5,"942
82338
744
225
85104","Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Regent Honeyeater
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1623315759.08203,460677.455593702
1452,5,"942
82338
744
85104
331","Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",173887832.640625,83387.3874016642
1453,6,"1001
82338
744
225
85104
96","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Australasian Bittern
Regent Honeyeater
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",4273639944.46094,959207.208179949
1454,6,"1001
82338
744
85104
96
1765","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Chelonia mydas","Australasian Bittern
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Green Turtle",481802258.460938,195420.665858792
1455,6,"1001
82338
744
85104
96
64545","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Wollemia nobilis","Australasian Bittern
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Wollemi Pine",111486551.925781,46749.1875429999
1456,6,"1001
82338
744
84704
85104
96","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Pomaderris walshii
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Australasian Bittern
Regent Honeyeater
Swift Parrot
Carrington Falls Pomaderris
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",75295898.6679688,35791.7881881886
1457,6,"1001
82338
744
19162
67178
85104","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Davidsonia johnsonii
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Regent Honeyeater
Swift Parrot
Native Guava
Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",70672126.0664063,36526.2910959243
1458,6,"1001
82338
744
19162
225
85104","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Regent Honeyeater
Swift Parrot
Native Guava
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",361755293.007813,120695.250137452
1459,6,"1001
90381
747
25982
1828
87645","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Calyptorhynchus banksii graptogyne
Litoria raniformis
Miniopterus orianae bassanii","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",943543361.734375,221333.278918444
1460,6,"1001
90381
747
744
64415
1828","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Lathamus discolor
Astacopsis gouldi
Litoria raniformis","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Swift Parrot
Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden B",409744957.382813,162666.054692451
1461,6,"1001
90381
747
744
1828
87645","Botaurus poiciloptilus
Thinornis cucullatus cucullatus
Neophema chrysogaster
Lathamus discolor
Litoria raniformis
Miniopterus orianae bassanii","Australasian Bittern
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",316933303.21875,101464.055485407
1462,5,"847
942
85104
331
1765","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle",539439157.066406,301961.439900898
1463,5,"847
942
85104
331
1656","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Collared Delma",239383568.222656,69103.2976530082
1464,6,"1001
847
82338
744
85104
96","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",1047814657.65234,324060.866723734
1465,6,"1001
847
82338
744
19162
85104","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",289708478.035156,170891.520718457
1466,6,"1001
847
942
19162
85104
331","Botaurus poiciloptilus
Numenius madagascariensis
Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Ma",34373939.1054688,23483.4031498895
1467,6,"1001
847
66240
1765
1767
68751","Botaurus poiciloptilus
Numenius madagascariensis
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Grey Nurse Shark (east coast population)",34871087.2148438,23662.0414762242
1468,6,"1001
847
744
1828
333
90200","Botaurus poiciloptilus
Numenius madagascariensis
Lathamus discolor
Litoria raniformis
Dasyurus viverrinus
Ammoniropa vigens","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner
Ammonite Pinwheel Snail",42377136.8671875,26359.1618302168
1469,6,"1001
847
934
82338
744
85104","Botaurus poiciloptilus
Numenius madagascariensis
Leipoa ocellata
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Malleefowl
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",37034223.703125,24439.3130632011
1470,6,"1001
847
934
747
1828
56791","Botaurus poiciloptilus
Numenius madagascariensis
Leipoa ocellata
Neophema chrysogaster
Litoria raniformis
Craterocephalus fluviatilis","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Malleefowl
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Murray Hardyhead",76013142.6679688,49577.4061191371
1471,5,"1001
82338
744
12623
85104","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Eucalyptus imlayensis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Regent Honeyeater
Swift Parrot
Imlay Mallee, Mount Imlay Mallee
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",116642802.78125,53044.7591482283
1472,7,"847
942
85104
331
185
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Pteropus conspicillatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spectacled Flying-fox
Green T",1945829686.80273,652599.144459887
1473,6,"847
942
331
185
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Dasyurus hallucatus
Pteropus conspicillatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spectacled Flying-fox
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",1749025888.61328,582391.059413824
1474,6,"847
942
744
19162
85104
331","Numenius madagascariensis
Erythrotriorchis radiatus
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",34417372.9023438,23499.0100507021
1475,6,"847
942
85104
1765
1767
68751","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Grey Nurse Shark (east coast population)",34330849.8164063,23467.9200393997
1476,6,"942
744
225
85104
331
1656","Erythrotriorchis radiatus
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata","Red Goshawk
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Collared D",279236993.007813,119770.727960747
1477,6,"942
744
225
85104
96
331","Erythrotriorchis radiatus
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Dasyurus hallucatus","Red Goshawk
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu",313651511.519531,93233.1072938927
1478,6,"942
744
225
85104
96
1656","Erythrotriorchis radiatus
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Delma torquata","Red Goshawk
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Adorned Delma, Collared Delma",244445033.019531,82169.1330403485
1479,6,"942
744
85104
96
331
1656","Erythrotriorchis radiatus
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Dasyurus hallucatus
Delma torquata","Red Goshawk
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Adorned Delma, Collared",34871087.1210938,23662.0414444177
